Date,Value,Score,Anomaly
4/22/2018 9:00:00 AM,4,-0.78959705777341,0
4/22/2018 10:00:00 AM,4,-0.786790867657686,0
4/22/2018 11:00:00 AM,4,-0.971393549067183,0
4/22/2018 12:00:00 PM,9,-1.19465042281688,0
4/22/2018 1:00:00 PM,1,-1.29654258030605,0
4/22/2018 2:00:00 PM,12,-1.26084480535272,0
4/22/2018 3:00:00 PM,6,-1.34224036970924,0
4/22/2018 4:00:00 PM,4,-1.20598406840597,0
4/22/2018 5:00:00 PM,1,-1.37495526080091,0
4/22/2018 6:00:00 PM,3,-1.47186373619925,0
4/22/2018 7:00:00 PM,5,-1.46150762935024,0
4/22/2018 8:00:00 PM,3,-1.1954207681067,0
4/22/2018 9:00:00 PM,6,-1.37155043479504,0
4/22/2018 10:00:00 PM,7,-1.29973109855181,0
4/22/2018 11:00:00 PM,7,-1.04682862072865,0
4/23/2018 12:00:00 AM,4,-1.20141701361965,0
4/23/2018 1:00:00 AM,2487,0.573020909947735,1
4/23/2018 2:00:00 AM,3,-0.606031985155725,0
4/23/2018 3:00:00 AM,8,-0.92436834791033,0
4/23/2018 4:00:00 AM,2,-1.17045953690682,0
4/23/2018 5:00:00 AM,5,-1.41227491961138,0
4/23/2018 6:00:00 AM,4,-1.52533836853867,0
4/23/2018 7:00:00 AM,11,-1.45173948915883,0
4/23/2018 8:00:00 AM,10,-1.57231775186267,0
4/23/2018 9:00:00 AM,8,-1.72655718926648,0
4/23/2018 10:00:00 AM,6,-1.84760116053184,0
4/23/2018 11:00:00 AM,6,-1.7241376389528,0
4/23/2018 12:00:00 PM,14,-1.81228261188812,0
4/23/2018 1:00:00 PM,7,-1.70578657945801,0
4/23/2018 2:00:00 PM,5,-1.8435552436163,0
4/23/2018 3:00:00 PM,7,-1.81006796627457,0
4/23/2018 4:00:00 PM,5,-1.84721137055481,0
4/23/2018 5:00:00 PM,6,-1.95297066834765,0
4/23/2018 6:00:00 PM,6,-2.06508239685715,0
4/23/2018 7:00:00 PM,11,-2.16307281245909,0
4/23/2018 8:00:00 PM,2,-2.20383545469499,0
4/23/2018 9:00:00 PM,6,-2.16874346622264,0
4/23/2018 10:00:00 PM,1,-2.24410640776246,0
4/23/2018 11:00:00 PM,21,-2.00180178820905,0
4/24/2018 12:00:00 AM,2,-1.96631251678139,0
4/24/2018 1:00:00 AM,2516,-1.6111902481552,0
4/24/2018 2:00:00 AM,1,-1.55646761869187,0
4/24/2018 3:00:00 AM,2,-1.61767329802385,0
4/24/2018 4:00:00 AM,2,-1.71610081097634,0
4/24/2018 5:00:00 AM,2,-1.66748613718231,0
4/24/2018 6:00:00 AM,16,-1.46286500965472,0
4/24/2018 7:00:00 AM,25,-1.53762774102926,0
4/24/2018 8:00:00 AM,33,-1.32038920818686,0
4/24/2018 9:00:00 AM,10,-1.47044069190356,0
4/24/2018 10:00:00 AM,9,-1.39744350565129,0
4/24/2018 11:00:00 AM,11,-1.50926188553887,0
4/24/2018 12:00:00 PM,13,-1.37774758204607,0
4/24/2018 1:00:00 PM,10,-1.27998550036568,0
4/24/2018 2:00:00 PM,3,-1.31068284681379,0
4/24/2018 3:00:00 PM,12,-1.22289488021221,0
4/24/2018 4:00:00 PM,8,-1.31997195293953,0
4/24/2018 5:00:00 PM,4,-1.17173467074352,0
4/24/2018 6:00:00 PM,16,-0.985684258144216,0
4/24/2018 7:00:00 PM,10,-0.820990097313575,0
4/24/2018 8:00:00 PM,8,-0.956101133271393,0
4/24/2018 9:00:00 PM,8,-0.854193207946625,0
4/24/2018 10:00:00 PM,9,-1.00867912889899,0
4/25/2018 12:00:00 AM,7,-1.16928460375185,0
4/25/2018 1:00:00 AM,2519,-0.855608129391023,0
4/25/2018 2:00:00 AM,2,-0.890667656035636,0
4/25/2018 3:00:00 AM,5,-1.03601723654121,0
4/25/2018 4:00:00 AM,5,-1.00469917097426,0
4/25/2018 5:00:00 AM,7,-0.782355152601475,0
4/25/2018 6:00:00 AM,9,-0.780232753442435,0
4/25/2018 7:00:00 AM,15,-0.864753461333189,0
4/25/2018 8:00:00 AM,16,-0.958702388682803,0
4/25/2018 9:00:00 AM,18,-0.942755409585834,0
4/25/2018 10:00:00 AM,14,-1.04369470621019,0
4/25/2018 11:00:00 AM,20,-1.09812829574209,0
4/25/2018 12:00:00 PM,9,-1.10400818033033,0
4/25/2018 1:00:00 PM,17,-1.21305323281289,0
4/25/2018 2:00:00 PM,13,-1.05406993902214,0
4/25/2018 3:00:00 PM,12,-1.10301118121462,0
4/25/2018 4:00:00 PM,5,-1.15069066169156,0
4/25/2018 5:00:00 PM,16,-1.27081237502429,0
4/25/2018 6:00:00 PM,13,-1.23877621507756,0
4/25/2018 7:00:00 PM,4,-1.25129942032556,0
4/25/2018 8:00:00 PM,7,-1.33982327264469,0
4/25/2018 9:00:00 PM,4,-1.46347019021485,0
4/25/2018 10:00:00 PM,7,-1.45157023810393,0
4/25/2018 11:00:00 PM,3,-1.42990555368807,0
4/26/2018 12:00:00 AM,6,-1.45253119201049,0
4/26/2018 1:00:00 AM,2530,-1.1038038339899,0
4/26/2018 2:00:00 AM,2,-1.22044864008117,0
4/26/2018 3:00:00 AM,5,-1.23459333834999,0
4/26/2018 4:00:00 AM,1,-1.27644182742517,0
4/26/2018 5:00:00 AM,13,-1.26143933862366,0
4/26/2018 6:00:00 AM,4,-1.35529341752503,0
4/26/2018 7:00:00 AM,14,-1.39354355965004,0
4/26/2018 8:00:00 AM,15,-1.33378054967318,0
4/26/2018 9:00:00 AM,8,-1.39517458139142,0
4/26/2018 10:00:00 AM,17,-1.37347830870636,0
4/26/2018 11:00:00 AM,16,-1.43712904852604,0
4/26/2018 12:00:00 PM,17,-1.45707337405279,0
4/26/2018 1:00:00 PM,8,-1.46878321089009,0
4/26/2018 2:00:00 PM,9,-1.56152403846692,0
4/26/2018 3:00:00 PM,14,-1.61638102720901,0
4/26/2018 4:00:00 PM,10,-1.67167145880112,0
4/26/2018 5:00:00 PM,10,-1.70589866122527,0
4/26/2018 6:00:00 PM,6,-1.75625110516541,0
4/26/2018 7:00:00 PM,7,-1.79856198989681,0
4/26/2018 8:00:00 PM,8,-1.82692127175606,0
4/26/2018 9:00:00 PM,8,-1.88695829625793,0
4/26/2018 10:00:00 PM,5,-1.80700851950416,0
4/26/2018 11:00:00 PM,3,-1.82759626149703,0
4/27/2018 1:00:00 AM,2546,-1.50847575737142,0
4/27/2018 2:00:00 AM,5,-1.5733850459478,0
4/27/2018 3:00:00 AM,3,-1.63327837279888,0
4/27/2018 4:00:00 AM,4,-1.61683100397711,0
4/27/2018 5:00:00 AM,7,-1.66540897468361,0
4/27/2018 6:00:00 AM,9,-1.75251555747169,0
4/27/2018 7:00:00 AM,9,-1.74041620577331,0
4/27/2018 8:00:00 AM,12,-1.54577599091039,0
4/27/2018 9:00:00 AM,11,-1.56042861100451,0
4/27/2018 10:00:00 AM,10,-1.46629001757864,0
4/27/2018 11:00:00 AM,7,-1.42016613413079,0
4/27/2018 12:00:00 PM,5,-1.4571376005454,0
4/27/2018 1:00:00 PM,3,-1.48472714763368,0
4/27/2018 2:00:00 PM,3,-1.28234859119622,0
4/27/2018 3:00:00 PM,3,-1.09546122685581,0
4/27/2018 4:00:00 PM,5,-1.03761886688892,0
4/27/2018 5:00:00 PM,7,-1.2140722798407,0
4/27/2018 6:00:00 PM,10,-1.14092943518731,0
4/27/2018 7:00:00 PM,10,-1.26558557436439,0
4/27/2018 8:00:00 PM,14,-1.25037820243649,0
4/27/2018 9:00:00 PM,10,-1.34565649550878,0
4/27/2018 10:00:00 PM,10,-1.36690497707558,0
4/27/2018 11:00:00 PM,2,-1.19852018678368,0
4/28/2018 12:00:00 AM,3,-1.02092983416746,0
4/28/2018 1:00:00 AM,2543,-0.112581302359616,0
4/28/2018 2:00:00 AM,5,-0.160403330745667,0
4/28/2018 3:00:00 AM,3,-0.333464766101439,0
4/28/2018 4:00:00 AM,2,-0.174705664277372,0
4/28/2018 5:00:00 AM,9,-0.591074609929809,0
4/28/2018 6:00:00 AM,8,-0.737969851740269,0
4/28/2018 7:00:00 AM,5,-1.20698263205109,0
4/28/2018 8:00:00 AM,4,-1.33368359249845,0
4/28/2018 9:00:00 AM,9,-1.30794943186103,0
4/28/2018 10:00:00 AM,13,-1.2600112498981,0
4/28/2018 11:00:00 AM,2,-1.38386075731542,0
4/28/2018 1:00:00 PM,3,-1.63577957698188,0
4/28/2018 2:00:00 PM,6,-1.63903530612792,0
4/28/2018 3:00:00 PM,14,-1.82385022388486,0
4/28/2018 4:00:00 PM,9,-1.81394722683335,0
4/28/2018 5:00:00 PM,9,-1.83434561863068,0
4/28/2018 6:00:00 PM,7,-1.75646675436008,0
4/28/2018 7:00:00 PM,4,-1.80117536053825,0
4/28/2018 8:00:00 PM,3,-1.9379756486715,0
4/28/2018 9:00:00 PM,4,-1.86534350729753,0
4/28/2018 10:00:00 PM,3,-1.98852589375589,0
4/28/2018 11:00:00 PM,1,-1.75296402058532,0
4/29/2018 12:00:00 AM,9,-1.85920368467346,0
4/29/2018 1:00:00 AM,2518,-1.7503116113097,0
4/29/2018 2:00:00 AM,2,-1.85599184253324,0
4/29/2018 3:00:00 AM,4,-1.72749276963216,0
4/29/2018 4:00:00 AM,11,-1.87929599927739,0
4/29/2018 5:00:00 AM,8,-1.75516488341463,0
4/29/2018 6:00:00 AM,5,-1.6498423427568,0
4/29/2018 7:00:00 AM,1,-1.66922994269132,0
4/29/2018 8:00:00 AM,9,-1.7356438643193,0
4/29/2018 9:00:00 AM,6,-1.57520642240251,0
4/29/2018 10:00:00 AM,2,-1.64531333372962,0
4/29/2018 11:00:00 AM,6,-1.81651793240931,0
4/29/2018 12:00:00 PM,8,-1.78908491680438,0
4/29/2018 1:00:00 PM,3,-1.82637681337202,0
4/29/2018 2:00:00 PM,5,-1.73889387637426,0
4/29/2018 3:00:00 PM,7,-1.64172342053887,0
4/29/2018 4:00:00 PM,1,-1.40945784196866,0
4/29/2018 5:00:00 PM,4,-1.2819505928113,0
4/29/2018 6:00:00 PM,10,-1.32728674862091,0
4/29/2018 7:00:00 PM,5,-1.34565548045013,0
4/29/2018 8:00:00 PM,3,-1.50183516728481,0
4/29/2018 9:00:00 PM,4,-1.55159529423495,0
4/29/2018 10:00:00 PM,5,-1.53251245976511,0
4/29/2018 11:00:00 PM,1,-1.2420825710966,0
4/30/2018 12:00:00 AM,1,-1.12530594076002,0
4/30/2018 1:00:00 AM,2516,-0.514186680541303,0
4/30/2018 2:00:00 AM,4,-0.462289101063511,0
4/30/2018 3:00:00 AM,4,-0.278917823072824,0
4/30/2018 4:00:00 AM,2,-0.371069002465177,0
4/30/2018 5:00:00 AM,6,-0.446410045056062,0
4/30/2018 6:00:00 AM,9,-0.528316547267935,0
4/30/2018 7:00:00 AM,16,-1.04298959807717,0
4/30/2018 8:00:00 AM,20,-0.962317019662073,0
4/30/2018 9:00:00 AM,26,-0.678835200305693,0
4/30/2018 10:00:00 AM,22,-0.653742436350533,0
4/30/2018 11:00:00 AM,18,-0.622361030082547,0
4/30/2018 12:00:00 PM,11,-0.644311491710493,0
4/30/2018 1:00:00 PM,9,-0.612794065521741,0
4/30/2018 2:00:00 PM,13,-0.790367199314987,0
4/30/2018 3:00:00 PM,16,-0.799211263432483,0
4/30/2018 4:00:00 PM,24,-0.861756716544532,0
4/30/2018 5:00:00 PM,30,-0.518997660980986,0
4/30/2018 6:00:00 PM,21,-0.583548659811752,0
4/30/2018 7:00:00 PM,11,-0.651750605736712,0
4/30/2018 8:00:00 PM,22,-0.543785688901414,0
4/30/2018 9:00:00 PM,23,-0.382116579704198,0
4/30/2018 10:00:00 PM,22,-0.31208978013864,0
4/30/2018 11:00:00 PM,30,-0.0577424818053639,0
5/1/2018 12:00:00 AM,24,0.202664984017041,0
5/1/2018 1:00:00 AM,2561,0.877929038588314,1
5/1/2018 2:00:00 AM,25,-0.518963726746845,0
5/1/2018 3:00:00 AM,23,-0.889322454461825,0
5/1/2018 4:00:00 AM,26,-1.13225414628284,0
5/1/2018 5:00:00 AM,22,-1.3776230196898,0
5/1/2018 6:00:00 AM,24,-1.52350389055925,0
5/1/2018 7:00:00 AM,14,-1.63985467030484,0
5/1/2018 8:00:00 AM,20,-1.62145772343211,0
5/1/2018 9:00:00 AM,32,-1.50747044916411,0
5/1/2018 10:00:00 AM,20,-1.51226926866887,0
5/1/2018 11:00:00 AM,20,-1.67338827743231,0
5/1/2018 12:00:00 PM,20,-1.79352014005515,0
5/1/2018 1:00:00 PM,11,-1.69932349497502,0
5/1/2018 2:00:00 PM,11,-1.81805869050537,0
5/1/2018 3:00:00 PM,18,-1.86551923667421,0
5/1/2018 4:00:00 PM,18,-1.90371912724731,0
5/1/2018 5:00:00 PM,9,-1.96882789338407,0
5/1/2018 6:00:00 PM,9,-1.89511786279749,0
5/1/2018 7:00:00 PM,16,-1.85773501719074,0
5/1/2018 8:00:00 PM,16,-1.91947209103635,0
5/1/2018 9:00:00 PM,2,-1.78247773371023,0
5/1/2018 11:00:00 PM,3,-1.7461782468849,0
5/2/2018 12:00:00 AM,6,-1.75456024746112,0
5/2/2018 1:00:00 AM,2527,-1.35770383621517,0
5/2/2018 3:00:00 AM,3,-1.50730297015239,0
5/2/2018 4:00:00 AM,1,-1.30471625973813,0
5/2/2018 5:00:00 AM,7,-1.33185166536066,0
5/2/2018 6:00:00 AM,3,-1.29200124888855,0
5/2/2018 7:00:00 AM,11,-1.42027364996055,0
5/2/2018 8:00:00 AM,36,-1.56580939701226,0
5/2/2018 9:00:00 AM,19,-1.67407280469012,0
5/2/2018 10:00:00 AM,19,-1.77461710073142,0
5/2/2018 11:00:00 AM,11,-1.81360371481845,0
5/2/2018 12:00:00 PM,17,-1.77823576600251,0
5/2/2018 1:00:00 PM,18,-1.78092666251465,0
5/2/2018 2:00:00 PM,29,-1.88241864166664,0
5/2/2018 3:00:00 PM,12,-1.99035495916109,0
5/2/2018 4:00:00 PM,11,-2.00630271969156,0
5/2/2018 5:00:00 PM,21,-2.05078080681955,0
5/2/2018 6:00:00 PM,7,-2.07781078888083,0
5/2/2018 7:00:00 PM,18,-2.151458862763,0
5/2/2018 8:00:00 PM,12,-2.23847599686474,0
5/2/2018 9:00:00 PM,3,-2.30797995559722,0
5/2/2018 10:00:00 PM,6,-2.24554150202268,0
5/2/2018 11:00:00 PM,9,-2.31742529238002,0
5/3/2018 12:00:00 AM,1,-2.21994228208246,0
5/3/2018 1:00:00 AM,2513,-1.951594307846,0
5/3/2018 2:00:00 AM,2,-1.96983352771195,0
5/3/2018 3:00:00 AM,5,-1.95363059265735,0
5/3/2018 4:00:00 AM,7,-1.93800150228867,0
5/3/2018 5:00:00 AM,16,-2.01762949824024,0
5/3/2018 6:00:00 AM,15,-1.92605129338985,0
5/3/2018 7:00:00 AM,17,-1.88977041508221,0
5/3/2018 8:00:00 AM,21,-1.93368127204408,0
5/3/2018 9:00:00 AM,22,-1.83009921436095,0
5/3/2018 10:00:00 AM,26,-1.75980686190361,0
5/3/2018 11:00:00 AM,21,-1.76358124212248,0
5/3/2018 12:00:00 PM,18,-1.79052717072339,0
5/3/2018 1:00:00 PM,40,-1.87099524915481,0
5/3/2018 2:00:00 PM,14,-1.89779783175565,0
5/3/2018 3:00:00 PM,9,-1.90747035674391,0
5/3/2018 4:00:00 PM,25,-1.93926503310415,0
5/3/2018 5:00:00 PM,23,-1.97365431173103,0
5/3/2018 6:00:00 PM,21,-1.92158703219592,0
5/3/2018 7:00:00 PM,10,-1.9632964505818,0
5/3/2018 8:00:00 PM,14,-1.92137286235932,0
5/3/2018 9:00:00 PM,29,-1.93352183466736,0
5/3/2018 10:00:00 PM,19,-2.02105594968067,0
5/3/2018 11:00:00 PM,21,-2.0598300739353,0
5/4/2018 12:00:00 AM,9,-2.10836818317022,0
5/4/2018 1:00:00 AM,2543,-1.86767379083441,0
5/4/2018 2:00:00 AM,7,-1.84977544781787,0
5/4/2018 3:00:00 AM,7,-1.90686736363856,0
5/4/2018 4:00:00 AM,26,-1.98062593533403,0
5/4/2018 5:00:00 AM,9,-2.05121366288881,0
5/4/2018 6:00:00 AM,13,-1.98295424421576,0
5/4/2018 7:00:00 AM,34,-2.00138035894667,0
5/4/2018 8:00:00 AM,24,-1.98876722607187,0
5/4/2018 9:00:00 AM,42,-2.03134568990072,0
5/4/2018 10:00:00 AM,14,-1.97288144706022,0
5/4/2018 11:00:00 AM,19,-1.95123600353981,0
5/4/2018 12:00:00 PM,22,-2.03920737854625,0
5/4/2018 1:00:00 PM,22,-2.12175775036794,0
5/4/2018 2:00:00 PM,24,-2.16653096850463,0
5/4/2018 3:00:00 PM,21,-2.15118495947408,0
5/4/2018 4:00:00 PM,24,-2.2110921003119,0
5/4/2018 5:00:00 PM,26,-2.25733266781331,0
5/4/2018 6:00:00 PM,26,-2.32650344591527,0
5/4/2018 7:00:00 PM,16,-2.30232236352004,0
5/4/2018 8:00:00 PM,16,-2.28976164505463,0
5/4/2018 9:00:00 PM,6,-2.32894951568935,0
5/4/2018 10:00:00 PM,1,-2.23845914380987,0
5/4/2018 11:00:00 PM,6,-2.28128132189234,0
5/5/2018 12:00:00 AM,12,-2.2468470025043,0
5/5/2018 1:00:00 AM,2520,-1.90013372013823,0
5/5/2018 2:00:00 AM,5,-1.91149878552694,0
5/5/2018 3:00:00 AM,3,-1.9517763766648,0
5/5/2018 4:00:00 AM,15,-2.01166640168497,0
5/5/2018 5:00:00 AM,6,-2.05661839741699,0
5/5/2018 6:00:00 AM,15,-2.11422336334408,0
5/5/2018 7:00:00 AM,49,-2.14982703456402,0
5/5/2018 8:00:00 AM,48,-2.1289932682173,0
5/5/2018 9:00:00 AM,11,-2.13765318824443,0
5/5/2018 10:00:00 AM,19,-2.13276514116274,0
5/5/2018 11:00:00 AM,10,-2.12374395943789,0
5/5/2018 12:00:00 PM,4,-2.11761261701415,0
5/5/2018 1:00:00 PM,17,-2.09697318801016,0
5/5/2018 2:00:00 PM,18,-2.13097577894245,0
5/5/2018 3:00:00 PM,24,-2.24537378841036,0
5/5/2018 4:00:00 PM,14,-2.32088538858799,0
5/5/2018 5:00:00 PM,10,-2.30725308720388,0
5/5/2018 6:00:00 PM,15,-2.18827353115841,0
5/5/2018 7:00:00 PM,16,-2.30757443524017,0
5/5/2018 8:00:00 PM,13,-2.30129258285415,0
5/5/2018 9:00:00 PM,17,-2.26989727197526,0
5/5/2018 10:00:00 PM,14,-2.26108139046134,0
5/5/2018 11:00:00 PM,8,-2.25231472959963,0
5/6/2018 12:00:00 AM,6,-2.36318348125054,0
5/6/2018 1:00:00 AM,2511,-2.25371923751222,0
5/6/2018 2:00:00 AM,7,-2.27642249860306,0
5/6/2018 3:00:00 AM,10,-2.3904866745169,0
5/6/2018 4:00:00 AM,4,-2.43031476820414,0
5/6/2018 5:00:00 AM,12,-2.48096123166177,0
5/6/2018 6:00:00 AM,4,-2.65497198246616,0
5/6/2018 7:00:00 AM,13,-2.53200598974178,0
5/6/2018 8:00:00 AM,8,-2.66367596189791,0
5/6/2018 9:00:00 AM,7,-2.69175775003314,0
5/6/2018 10:00:00 AM,5,-2.73271532480127,0
5/6/2018 11:00:00 AM,9,-2.72805523081383,0
5/6/2018 12:00:00 PM,14,-2.69206595753157,0
5/6/2018 1:00:00 PM,25,-2.67652425459168,0
5/6/2018 2:00:00 PM,26,-2.67096385723162,0
5/6/2018 3:00:00 PM,24,-2.69073942806713,0
5/6/2018 4:00:00 PM,29,-2.75341085529984,0
5/6/2018 5:00:00 PM,24,-2.77964441440951,0
5/6/2018 6:00:00 PM,16,-2.775039686809,0
5/6/2018 7:00:00 PM,18,-2.69692288101504,0
5/6/2018 8:00:00 PM,16,-2.6984938031337,0
5/6/2018 9:00:00 PM,6,-2.71956238578087,0
5/6/2018 10:00:00 PM,16,-2.73764600292131,0
5/6/2018 11:00:00 PM,17,-2.69917714195301,0
5/7/2018 12:00:00 AM,14,-2.6345343642254,0
5/7/2018 1:00:00 AM,2522,-2.37522210742519,0
5/7/2018 2:00:00 AM,22,-2.40690386000527,0
5/7/2018 3:00:00 AM,5,-2.37584291616071,0
5/7/2018 4:00:00 AM,10,-2.48257472031686,0
5/7/2018 5:00:00 AM,20,-2.69801757914326,0
5/7/2018 6:00:00 AM,16,-2.73862926510711,0
5/7/2018 7:00:00 AM,22,-2.7945096828864,0
5/7/2018 8:00:00 AM,126,-2.7179072460168,0
5/7/2018 9:00:00 AM,8,-2.72243716115336,0
5/7/2018 10:00:00 AM,51,-2.804547506318,0
5/7/2018 11:00:00 AM,35,-2.86227801066356,0
5/7/2018 12:00:00 PM,25,-2.88215181817759,0
5/7/2018 1:00:00 PM,29,-2.9143591166653,0
